original_title,genres,popularity,vote_average,vote_count,runtime,release_year
Some Kind Of Hate,Horror,0.277613,3.9,19,82,2015
The Dead Room,Horror|Thriller,0.277035,4.6,16,80,2015
Condemned,Horror,0.272995,3.7,16,83,2015
Night Owls,Drama|Comedy,0.270842,7.1,10,91,2015
The Sand,Science Fiction|Horror,0.270786,3.9,10,84,2015
Digging for Fire,Drama,0.171829,4.9,35,83,2015
Ten Thousand Saints,Music|Comedy|Drama,0.264997,6.0,28,113,2015
From the Dark,Horror,0.261932,6.1,22,90,2015
My All American,Drama,0.261717,6.9,19,118,2015
Hangman,Thriller,0.260045,3.9,14,85,2015
Larry Gaye: Renegade Male Flight Attendant,Comedy,0.202673,5.3,12,99,2015
Grandma,Drama|Comedy,0.259794,5.6,81,78,2015
Anarchy Parlor,Horror,0.097514,5.6,15,0,2015
Summer Camp,Horror,0.256542,5.3,16,81,2015
Backmask,Thriller|Horror,0.256286,4.6,46,91,2015
Already Tomorrow in Hong Kong,Romance|Comedy,0.255458,5.4,23,78,2015
Those People,Romance|Drama,0.250866,7.2,25,89,2015
Show Me a Hero,History|Crime|Drama,0.249595,7.7,32,300,2015
Curve,Horror|Thriller,0.248964,4.4,40,86,2015
Pound of Flesh,Action,0.24828,5.4,42,104,2015
Cyberbully,Drama|Thriller,0.247595,6.4,73,62,2015
Final Girl,Action|Drama|Thriller,0.247589,4.8,117,90,2015
He Named Me Malala,Documentary,0.247426,5.3,36,87,2015
The Driftless Area,Romance|Drama|Comedy|Mystery,0.246609,5.0,12,95,2015
Do You Believe?,Fantasy|Drama,0.245948,7.4,30,115,2015
7 Days in Hell,TV Movie|Comedy,0.24495,6.4,87,43,2015
Belli di papÃ ,,0.244648,6.1,21,100,2015
Teen Beach 2,Comedy|Music,0.243691,6.4,62,104,2015
Full Out,History|Drama|Family,0.243321,7.2,15,94,2015
Narcopolis,Thriller|Mystery|Science Fiction,0.242078,4.4,20,96,2015
Staten Island Summer,Comedy,0.242,5.6,51,108,2015
Safelight,Drama,0.241284,5.8,13,84,2015
Bad Roomies,Comedy,0.239558,5.1,16,93,2015
Close Range,Crime|Action,0.239496,5.0,41,80,2015
The Reconstruction of William Zero,Science Fiction|Drama|Thriller,0.154846,5.1,14,98,2015
Queen of Earth,Drama|Mystery|Thriller,0.236709,5.6,33,90,2015
After the Ball,Comedy,0.232354,6.3,28,101,2015
A Christmas Detour,Comedy|TV Movie|Romance,0.231337,7.0,19,84,2015
"What Happened, Miss Simone?",Documentary|Music,0.22758,7.7,77,101,2015
Alex of Venice,Drama,0.22537,6.1,19,86,2015
The Eichmann Show,Drama,0.224797,6.2,29,90,2015
"People, Places, Things",Comedy,0.222636,6.6,47,85,2015
"The Death of ""Superman Lives"": What Happened?",Documentary,0.221502,6.8,33,105,2015
Winter on Fire: Ukraine's Fight for Freedom,Documentary,0.220751,8.2,37,98,2015
Ava's Possessions,Mystery|Thriller|Horror|Science Fiction,0.133809,6.1,14,89,2015
Being Charlie,Drama|Romance,0.219603,6.2,12,97,2015
Containment,Thriller|Horror|Science Fiction,0.218787,5.6,14,77,2015
The Exorcism of Molly Hartley,Horror,0.218528,5.0,52,0,2015
The Diabolical,Horror|Science Fiction|Thriller,0.21789,4.3,36,86,2015
Last Cab to Darwin,Comedy|Drama|Romance,0.355707,7.0,11,124,2015
Intruders,Drama|Thriller|Horror,0.217288,5.8,77,90,2015
Infini,Horror|Science Fiction|Thriller,0.215864,5.0,90,110,2015
A Christmas Melody,Romance|Music|TV Movie|Comedy,0.215386,5.5,12,83,2015
Muck,Horror,0.214563,3.3,21,99,2015
Robert the Doll,Horror,0.212872,2.6,17,90,2015
Bravetown,Drama|Music,0.21254,6.2,42,112,2015
Bite,Horror,0.211768,4.9,11,90,2015
Taylor Swift: The 1989 World Tour - Live,Documentary|Music,0.209036,7.6,15,132,2015
Cosmic Scrat-tastrophe,Science Fiction|Comedy|Animation|Family,0.208491,7.7,33,5,2015
Ghoul,Thriller|Horror,0.230913,4.9,18,86,2015
Waffle Street,Drama|Comedy,0.207366,6.4,25,86,2015
Deep Web,Documentary,0.207133,6.9,47,90,2015
A LEGO Brickumentary,Documentary,0.206155,6.5,49,93,2015
Richard Pryor: Omit the Logic,Documentary,0.205318,6.7,14,83,2015
Don Verdean,Comedy,0.204356,4.0,26,96,2015
The Editor,Mystery|Horror|Comedy,0.203224,6.0,18,95,2015
Nasty Baby,Drama,0.299226,5.0,12,101,2015
Bitter Lake,Documentary,0.201696,7.8,19,135,2015
June,Science Fiction|Horror,0.260306,4.0,14,84,2015
The Overnight,Mystery|Comedy,0.335255,5.9,89,80,2015
The Rise of the Krays,Crime,0.19957,4.7,11,110,2015
Smosh: The Movie,Comedy|Action|Adventure,0.198261,5.3,67,84,2015
Keepers of the Covenant: Making Exodus: Gods and Kings,Documentary,0.197788,5.5,14,153,2015
è§£æ•‘å´å…ˆç”Ÿ,Thriller|Crime,0.197239,6.4,19,106,2015
The Quiet Hour,Drama|Science Fiction|Thriller,0.195324,5.3,11,85,2015
Lost in the Sun,Action|Crime|Drama|Thriller,0.253157,5.5,31,95,2015
Results,Comedy,0.193323,5.1,32,105,2015
Addicted to Fresno,Comedy,0.193063,4.8,14,85,2015
Listening,Drama|Thriller|Science Fiction,0.19254,5.3,18,100,2015
Jack of the Red Hearts,Drama|Family,0.191534,7.0,13,102,2015
Absolution,Thriller|Action|Adventure|Crime,0.189135,5.0,21,95,2015
American Hero,Action|Comedy|Science Fiction,0.28365,5.2,31,86,2015
The Condemned 2,Action,0.270408,4.0,13,90,2015
Bound,Thriller|Drama,0.334085,3.1,21,90,2015
Re-Kill,Horror|Science Fiction,0.13631,4.7,17,87,2015
SuperBob,Action|Comedy|Romance,0.181987,5.4,11,82,2015
A Hitman in London,Crime|Action,0.179636,4.6,10,97,2015
Regular Show: The Movie,Comedy|TV Movie|Animation|Science Fiction,0.087904,7.4,27,70,2015
If There Be Thorns,TV Movie|Drama,0.176744,5.4,11,0,2015
Pod,Thriller|Horror|Mystery,0.176463,4.2,20,76,2015
To Write Love on Her Arms,Drama|Music,0.253949,6.9,32,118,2015
Hungry Hearts,Drama,0.172245,6.2,21,109,2015
The Funhouse Massacre,Comedy|Horror,0.170743,6.1,13,90,2015
Extraordinary Tales,Horror|Animation|Mystery,0.170566,5.4,11,73,2015
War Room,Drama,0.731022,6.9,57,120,2015
A Deadly Adoption,Drama|Thriller,0.168354,4.4,25,90,2015
Ellis,Drama,0.129455,7.2,15,14,2015
Coconut Hero,Comedy|Drama,0.16414,7.4,10,101,2015
Janis: Little Girl Blue,Documentary|Music,0.162526,7.5,31,106,2015
Io che amo solo te,Romance|Comedy,0.162465,5.2,36,102,2015
Unknown Caller,Thriller,0.158311,6.2,14,109,2015
The Inhabitants,Thriller|Horror,0.158021,3.5,10,90,2015
Amy Schumer: Live at the Apollo,Comedy,0.157172,7.5,17,57,2015
Glassland,Drama,0.156851,3.5,24,93,2015
Whitney,Romance|Drama|Music,0.154161,4.7,18,90,2015
Heaven Knows What,Drama,0.153023,6.9,12,94,2015
Keith Richards: Under the Influence,Music|Documentary,0.150713,6.4,13,82,2015
Landmine Goes Click,Action|Crime|Drama|Thriller,0.14964,5.7,13,110,2015
Hellions,Horror,0.14811,3.5,30,80,2015
13 Cameras,Drama|Horror,0.147319,6.2,11,87,2015
Bastard,Horror,0.146266,6.2,10,82,2015
Strange Blood,Science Fiction|Horror,0.145945,4.1,22,84,2015
Jurassic City,Action|Science Fiction,0.145489,5.7,13,88,2015
6 Years,Romance|Drama,0.270378,5.5,182,84,2015
I Am Chris Farley,Documentary,0.144639,7.0,27,96,2015
Chloe and Theo,Drama,0.143703,6.7,12,81,2015
All Things Must Pass,Documentary,0.143042,7.0,22,94,2015
Capsule,Drama|History|Thriller|Science Fiction,0.142759,5.3,11,91,2015
The Nightmare,Horror|Documentary,0.121594,5.7,58,90,2015
Tangerine,Comedy|Drama,0.266117,7.0,102,87,2015
Nightlight,Thriller|Horror,0.139527,3.9,19,85,2015
"Stockholm, Pennsylvania",Drama|Thriller,0.139356,4.9,14,99,2015
Power/Rangers,Action|Adventure|Science Fiction,0.138353,7.4,93,14,2015
Appropriate Behavior,Romance|Comedy|Drama,0.138068,5.8,18,90,2015
See You In Valhalla,Drama|Comedy,0.236145,5.6,25,82,2015
The True Cost,Documentary,0.137772,7.6,39,92,2015
"Kumiko, the Treasure Hunter",Drama,0.137133,6.2,65,105,2015
Invisible Sister,Fantasy|Adventure|Comedy,0.136098,6.5,44,77,2015
The Forbidden Room,Romance|Comedy|Drama|Mystery,0.135554,5.7,13,128,2015
Finders Keepers,Documentary,0.135074,5.7,17,82,2015
Merry Kissmas,Romance|TV Movie,0.133921,7.6,10,90,2015
Most Likely to Die,Horror,0.131739,4.2,12,81,2015
A Girl Like Her,Drama,0.129104,7.3,49,91,2015
Private Number,Mystery|Horror|Thriller,0.127432,3.5,12,95,2015
Iliza Shlesinger: Freezing Hot,Comedy,0.126594,6.6,14,71,2015
The Barber,Thriller,0.126187,5.8,27,95,2015
James White,Drama,0.124784,5.2,23,85,2015
Hitchcock/Truffaut,Documentary,0.124481,7.2,33,79,2015
A Faster Horse,Documentary,0.122543,8.0,12,90,2015
Amnesiac,Thriller|Mystery|Drama|Horror,0.137954,4.1,29,90,2015
The Mask You Live In,Documentary,0.114264,8.9,11,88,2015
Soaked in Bleach,Music|Drama|Documentary|Crime,0.11303,7.2,53,100,2015
And Then There Were None,Mystery|Drama,0.112284,7.7,37,168,2015
Bloodsucking Bastards,Comedy|Horror,0.11096,5.5,27,84,2015
The Culling,Horror|Thriller,0.110431,3.2,15,81,2015
Comedy Central Roast of Justin Bieber,Comedy,0.110136,7.0,31,85,2015
Boy Meets Girl,Drama|Romance|Comedy,0.11004,7.4,22,95,2015
Listen to Me Marlon,Documentary,0.109689,7.0,23,103,2015
The Ouija Experiment 2: Theatre of Death,Horror,0.138559,2.4,10,86,2015
Walt Before Mickey,Drama,0.10808,6.2,33,120,2015
Sense8: Creating the World,Documentary|Science Fiction,0.108072,7.5,12,25,2015
Big Sky,Thriller|Drama,0.106757,4.2,10,95,2015
The Fear of 13,Thriller|Documentary,0.106091,8.2,19,96,2015
Dior and I,Documentary,0.213957,7.5,36,90,2015
Ominous,Horror,0.101543,5.1,10,87,2015
Doctor Who: The Husbands of River Song,Drama|Science Fiction|Comedy,0.068741,8.0,31,60,2015
Call Me Lucky,Documentary,0.101426,7.3,14,106,2015
Tiger House,Thriller|Drama|Action|Crime,0.101155,5.3,44,80,2015
With This Ring,Comedy|Romance,0.10091,6.5,14,105,2015
Brothers,Family|Action|Drama,0.099678,6.3,20,156,2015
Anguish,Horror,0.09779,3.8,17,91,2015
Childhood's End,Thriller|TV Movie|Science Fiction|Drama,0.031635,6.2,21,246,2015
Digging Up the Marrow,Thriller|Mystery|Horror|Fantasy,0.097214,5.4,33,98,2015
Naomi and Ely's No Kiss List,Comedy|Drama|Romance,0.096624,6.0,149,89,2015
The Cokeville Miracle,Mystery|Drama|History|Family|Thriller,0.096299,5.1,13,94,2015
They Found Hell,Horror,0.093462,4.6,10,90,2015
Junun,Music|Documentary,0.093212,7.3,11,54,2015
The Chosen,Horror|Thriller,0.100069,5.2,20,88,2015
The Flintstones & WWE: Stone Age Smackdown,Animation|Comedy|Family,0.090238,5.5,12,52,2015
Chris Tucker: Live,Comedy,0.090045,6.7,19,92,2015
VANish,Crime|Thriller|Action|Horror,0.088912,4.0,17,79,2015
Harry Price: Ghost Hunter,Drama|Horror,0.088764,5.3,10,90,2015
Brotherly Love,Drama,0.083912,7.4,11,89,2015
Wildlike,Thriller|Adventure|Drama,0.283128,6.5,25,104,2015
The Audition,Comedy,0.082569,6.1,10,16,2015
Louis C.K.: Live at The Comedy Store,Comedy,0.082444,7.7,35,65,2015
The Wolfpack,Documentary,0.081956,6.9,82,89,2015
The Challenger,Action|Drama,0.156386,5.3,13,95,2015
Aziz Ansari: Live at Madison Square Garden,Comedy,0.08182,7.1,35,58,2015
Bleeding Heart,Drama,0.080974,4.8,19,80,2015
Requiem for the American Dream,Documentary,0.080754,7.8,24,73,2015
3 Nights in the Desert,Drama,0.079491,3.8,11,90,2015
The House on Pine Street,Drama|Horror,0.078363,3.8,10,111,2015
Slow Learners,Romance|Comedy,0.077836,6.0,17,96,2015
Welcome to Leith,Thriller|Crime|Documentary,0.077252,6.7,15,85,2015
Stonewall,Drama,0.076109,5.6,14,129,2015
The Phoenix Incident,Horror|Thriller|Science Fiction,0.190385,5.9,11,81,2015
Contracted: Phase II,Drama|Horror|Thriller,0.073883,5.0,20,78,2015
Penis Boy,Comedy|Drama,0.070776,3.3,15,18,2015
The Hunting Ground,Documentary,0.062536,7.8,39,103,2015
One & Two,Thriller|Drama|Fantasy,0.061776,5.0,11,90,2015
Tig,Documentary,0.0608,7.2,25,95,2015
Christmas Incorporated,Drama|TV Movie,0.059943,6.9,13,84,2015
Submerged,Thriller|Drama,0.055242,4.6,11,99,2015
Hurricane of Fun: The Making of Wet Hot,Documentary,0.054828,6.8,13,64,2015
Gascoigne,Documentary,0.052542,6.0,11,90,2015
One Soldier's Story: The Journey of American Sniper,Romance|War|Documentary|Drama,0.052217,5.6,14,30,2015
Deep Dark,Horror,0.028725,4.6,11,0,2015
Best of Enemies,Documentary|History,0.051262,7.2,48,87,2015
Vendetta,Action,0.051107,5.9,22,90,2015
Breaking Through,Music|Drama,0.049351,5.7,13,84,2015
The Stranger,Drama|Thriller|Horror|Mystery,0.048863,4.9,20,93,2015
Star Wars: TIE Fighter,Science Fiction|Action|Animation,0.047256,7.6,29,7,2015
Dough,Drama|Comedy,0.046453,4.9,15,97,2015
The Bad Education Movie,Comedy,0.03884,5.2,23,90,2015
Student Bodies,Comedy,0.038804,6.0,14,92,2015
The Subjects,Thriller|Science Fiction,0.037487,4.7,12,80,2015
Walking with the Dead,Science Fiction|Comedy,0.037147,3.9,18,90,2015
Floride,Comedy,0.036987,6.3,16,110,2015
The Outskirts,Comedy,0.079539,4.0,12,95,2015
Twinsters,Family|Documentary,0.034534,7.4,54,90,2015
The Jinx: The Life and Deaths of Robert Durst,Documentary,0.033378,8.4,72,240,2015
The Curse of Downers Grove,Thriller|Mystery|Horror|Drama,0.056244,4.2,11,89,2015
World of Tomorrow,Animation|Comedy|Science Fiction,0.032678,8.2,47,17,2015
Dawg Fight,Documentary,0.030819,6.4,17,109,2015
King Jack,Drama,0.030113,6.8,13,81,2015
The Suicide Theory,Drama|Thriller,0.030005,6.5,17,98,2015
Stalked By My Neighbor,Thriller,0.028082,5.5,14,88,2015
The Outfield,Drama|Comedy,0.026797,6.6,20,0,2015
Buzzard,Horror|Comedy|Drama,0.025288,6.1,11,97,2015
The Gamechangers,Drama|TV Movie,0.025252,7.0,11,90,2015
Residue,Science Fiction|Mystery|Horror|Thriller,0.023026,4.5,15,102,2015
All Hallows' Eve 2,,0.129696,5.0,13,90,2015
Always Watching: A Marble Hornets Story,Horror,0.019804,4.2,19,91,2015
A Ballerina's Tale,Documentary,0.019133,6.0,16,85,2015
Man vs. Snake,Documentary,0.018224,6.8,10,93,2015
Once I Was a Beehive,Comedy|Drama|Family,0.017625,6.5,10,119,2015
John Mulaney: The Comeback Kid,Comedy,0.01705,6.7,19,62,2015
Meet the Patels,Documentary,0.014647,6.7,20,88,2015
I Hate Christian Laettner,Documentary,0.030371,6.7,10,90,2015
The Emperor's New Clothes,Documentary,0.00392,6.1,11,107,2015
Interstellar,Adventure|Drama|Science Fiction,24.949134,8.0,6498,169,2014
Guardians of the Galaxy,Action|Science Fiction|Adventure,14.311205,7.9,5612,121,2014
Captain America: The Winter Soldier,Action|Adventure|Science Fiction,12.971027,7.6,3848,136,2014
John Wick,Action|Thriller,11.422751,7.0,2712,101,2014
The Hunger Games: Mockingjay - Part 1,Science Fiction|Adventure|Thriller,10.739009,6.6,3590,123,2014
The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,10.174599,7.1,3110,144,2014
Big Hero 6,Adventure|Family|Animation|Action|Comedy,8.691294,7.8,4185,102,2014
The Imitation Game,History|Drama|Thriller|War,8.110711,8.0,3478,113,2014
The Maze Runner,Action|Mystery|Science Fiction|Thriller,7.137273,7.0,3425,113,2014
Birdman,Drama|Comedy,6.907148,7.3,2801,119,2014
Gone Girl,Mystery|Thriller|Drama,6.438727,7.9,3720,145,2014
Fury,War|Drama|Action,6.415818,7.4,2572,135,2014
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Fantasy|Family,6.286692,6.1,1111,97,2014
Divergent,Action|Science Fiction|Thriller,6.14502,6.9,3038,139,2014
X-Men: Days of Future Past,Action|Adventure|Fantasy|Science Fiction,6.052479,7.6,4006,131,2014
Lucy,Action|Science Fiction,5.947136,6.3,3699,89,2014
Teenage Mutant Ninja Turtles,Science Fiction|Action|Adventure|Fantasy|Comedy,5.787396,5.8,1836,101,2014
Sex Tape,Comedy,5.701683,5.3,1150,97,2014
Nightcrawler,Crime|Drama|Thriller,5.522641,7.6,2087,117,2014
Transformers: Age of Extinction,Science Fiction|Action|Adventure,4.983782,5.9,2161,165,2014
The Grand Budapest Hotel,Comedy|Drama,4.93082,7.9,2802,99,2014
Whiplash,Drama|Music,4.780419,8.2,2372,105,2014
Dawn of the Planet of the Apes,Science Fiction|Action|Drama|Thriller,4.452507,7.4,2625,130,2014
The Equalizer,Thriller|Action|Crime,4.145209,7.2,2100,132,2014
Horrible Bosses 2,Comedy,4.105685,6.1,1033,108,2014
The Amazing Spider-Man 2,Action|Adventure|Fantasy,4.101979,6.6,2813,142,2014
Edge of Tomorrow,Action|Science Fiction,3.990452,7.7,3267,113,2014
The Interview,Action|Comedy,3.989231,6.1,1657,112,2014
American Sniper,War|Action,3.863074,7.5,3004,134,2014
Exodus: Gods and Kings,Adventure|Drama|Action,3.81374,5.6,1377,153,2014
Godzilla,Action|Science Fiction|Thriller,3.689601,6.2,2169,123,2014
Maleficent,Fantasy|Adventure|Action|Family|Romance,3.582315,7.0,2928,97,2014
The November Man,Crime|Action|Thriller,3.573028,6.0,481,108,2014
Ouija,Horror,3.489314,4.9,569,89,2014
How to Train Your Dragon 2,Fantasy|Action|Adventure|Animation|Comedy,3.489106,7.7,2152,102,2014
It Follows,Thriller|Horror,3.393741,6.6,1003,100,2014
The Expendables 3,Action|Adventure|Thriller,3.34625,6.2,1275,127,2014
The Lego Movie,Adventure|Fantasy|Animation|Comedy|Action,3.327799,7.5,2268,100,2014
The Loft,Thriller,3.280948,6.4,291,108,2014
Seventh Son,Adventure|Fantasy,3.260581,5.1,675,102,2014
The Theory of Everything,Drama|Romance,3.170271,7.8,1960,123,2014
Let's Be Cops,Comedy,3.14993,6.4,912,104,2014
Dracula Untold,Horror|Action|Drama|Fantasy|War,3.028769,6.1,1666,92,2014
Penguins of Madagascar,Family|Animation|Adventure|Comedy,3.007018,6.5,939,92,2014
Into the Woods,Fantasy|Comedy|Music,2.996038,5.6,1095,125,2014
300: Rise of an Empire,Action|War,2.979181,6.1,1664,102,2014
The Giver,Drama|Science Fiction,2.881991,6.3,1151,94,2014
22 Jump Street,Crime|Comedy|Action,2.805019,7.0,2416,112,2014
A Walk Among the Tombstones,Crime|Drama|Mystery|Thriller,2.777996,6.2,823,113,2014
Paddington,Comedy,2.721864,7.1,606,95,2014
Cake,Drama,2.692691,6.1,255,102,2014
Chef,Comedy,2.67235,7.2,866,115,2014
The Purge: Anarchy,Horror|Thriller,2.611251,6.6,1126,104,2014
Left Behind,Thriller|Action|Science Fiction,2.601775,3.8,253,110,2014
Boyhood,Drama,2.595951,7.6,1343,164,2014
A Most Violent Year,Action|Thriller|Crime|Drama,2.576396,6.4,384,125,2014
Hercules,Action|Adventure,2.549403,5.6,1215,99,2014
Noah,Drama|Adventure,2.526779,5.5,1589,139,2014
The Judge,Drama,2.523101,7.2,974,141,2014
Drive Hard,Action|Comedy|Crime,2.493306,4.0,52,96,2014
Blended,Comedy,2.445165,6.7,720,117,2014
Neighbors,Comedy,2.376309,6.2,1829,96,2014
If I Stay,Drama,2.361267,7.2,856,106,2014
Step Up All In,Romance|Drama|Music,2.303556,6.7,421,112,2014
"Love, Rosie",Comedy|Romance,2.295091,7.6,904,102,2014
The Fault in Our Stars,Romance|Drama,2.293859,7.8,2389,125,2014
I Origins,Science Fiction|Drama,2.260131,7.5,652,106,2014
Ride Along,Action|Comedy,2.165462,6.1,634,99,2014
The Captive,Thriller,2.161064,5.8,218,112,2014
Inherent Vice,Comedy|Romance|Crime|Drama|Mystery,2.160156,6.3,552,148,2014
Jack Ryan: Shadow Recruit,Action|Drama|Thriller,2.141491,5.9,873,105,2014
Non-Stop,Action|Thriller|Mystery,2.136758,6.8,1648,106,2014
Predestination,Science Fiction|Thriller,2.116264,7.2,1136,97,2014
AutÃ³mata,Thriller|Science Fiction,2.103532,5.4,436,110,2014
Mythica: A Quest for Heroes,Action|Adventure|Fantasy,2.078514,5.3,29,93,2014
The Drop,Drama|Crime,1.957672,6.6,583,106,2014
RoboCop,Science Fiction|Action,1.940735,5.7,1709,102,2014
Transcendence,Thriller|Science Fiction|Drama|Mystery,1.904422,5.9,1555,119,2014
The Other Woman,Comedy|Romance,1.900038,6.2,1056,109,2014
Mr. Peabody & Sherman,Animation|Adventure|Family,1.894706,6.8,592,92,2014
A Merry Friggin' Christmas,Comedy,1.875208,4.7,32,88,2014
Sin City: A Dame to Kill For,Crime|Thriller,1.840817,6.2,857,102,2014
Tinker Bell and the Legend of the NeverBeast,Adventure|Animation|Family,1.827148,7.0,177,77,2014
Rio 2,Animation|Adventure|Comedy|Family,1.811692,6.5,659,102,2014
Dumb and Dumber To,Comedy,1.805954,5.5,790,110,2014
Before I Go to Sleep,Mystery|Thriller,1.7894,6.1,470,92,2014
The Monuments Men,War|Drama|History|Action,1.779861,5.7,1083,118,2014
Unbroken,Drama|War,1.769987,7.2,981,137,2014
Selma,History|Drama,1.754707,7.5,580,127,2014
Mommy,Drama,1.737699,8.0,389,138,2014
Escobar: Paradise Lost,Thriller|Romance,1.655717,6.2,180,120,2014
Tinker Bell and the Pirate Fairy,Animation|Family,1.649733,6.5,190,78,2014
Wild,Drama,1.649321,6.9,677,115,2014
Pompeii,Action|Adventure|History|Romance|Drama,1.638781,5.1,837,105,2014
The Best of Me,Drama|Romance,1.63015,7.2,535,117,2014
Annie,Music|Comedy|Drama|Family,1.58801,6.1,331,119,2014
Stonehearst Asylum,Horror|Thriller,1.570083,6.6,247,112,2014
The Book of Life,Romance|Animation|Adventure|Comedy|Family,1.545055,7.3,531,95,2014
St. Vincent,Comedy,1.542392,7.1,531,102,2014
Need for Speed,Action|Crime|Drama|Thriller,1.541069,6.2,1117,130,2014
Two Night Stand,Romance|Comedy,1.53689,6.3,466,86,2014
Good People,Thriller|Crime|Action,1.466453,5.2,121,90,2014
The Hundred-Foot Journey,Drama,1.449046,7.2,352,122,2014
The Boxtrolls,Animation|Comedy|Family|Fantasy,1.440084,6.6,498,97,2014
Big Eyes,Drama,1.398713,6.8,710,105,2014
The Prince,Thriller|Action,1.394382,4.6,165,93,2014
Black Sea,Adventure,1.384508,6.3,258,115,2014
Song of the Sea,Family|Animation|Fantasy,1.37667,8.0,263,93,2014
Marvel One-Shot: All Hail the King,Comedy|Action|Drama|Thriller|Fantasy,1.375493,7.1,72,14,2014
The Signal,Thriller|Science Fiction,1.319416,5.8,400,95,2014
White Bird in a Blizzard,Thriller|Drama,1.315737,6.1,195,91,2014
Into the Storm,Action|Thriller,1.3155,5.7,572,89,2014
Outcast,Action,1.312103,4.4,87,98,2014
3 Days to Kill,Action|Drama|Thriller|Crime,1.304588,6.0,668,113,2014
Planes: Fire & Rescue,Animation|Comedy|Adventure|Family,1.240895,5.9,223,83,2014
'71,Thriller|Action|Drama|War,1.220073,6.6,274,99,2014
Sabotage,Action|Drama|Thriller|Crime,1.214094,5.4,422,110,2014
A Million Ways to Die in the West,Comedy|Western,1.211609,5.9,1074,116,2014
The Forger,Thriller|Crime|Drama,1.197444,5.3,74,95,2014
Frank,Comedy|Drama|Mystery,1.196549,6.8,443,95,2014
Camp X-Ray,Drama,1.191423,6.7,232,111,2014
No Good Deed,Thriller,1.146492,5.8,105,84,2014
Still Alice,Drama,1.142614,7.5,725,99,2014
"As Above, So Below",Horror|Thriller,1.140302,6.1,501,93,2014
